Ecludian_Distance_AP,Ecludian_Distance_AN,Learned_Representation_Similarity_AP,Learned_Representation_Similarity_AN
0.0010073509765788913,1.9999984502792358,0.999496340751648,7.748603820800781e-07
0.0016262627905234694,1.9999932050704956,0.9991868734359741,3.3974647521972656e-06
0.0006998945609666407,1.999997615814209,0.9996500611305237,1.1920928955078125e-06
0.0017188424244523048,1.9999945163726807,0.9991405606269836,2.7418136596679688e-06
0.0009196701576001942,1.9999940395355225,0.9995401501655579,2.9802322387695312e-06
0.0008108753245323896,1.9999988079071045,0.9995945692062378,5.960464477539062e-07
0.0005423910333774984,1.9999974966049194,0.999728798866272,1.2516975402832031e-06
0.0009556768927723169,1.999997615814209,0.9995221495628357,1.1920928955078125e-06
0.0005586811457760632,1.999998688697815,0.9997206330299377,6.556510925292969e-07
0.0005360979703254998,1.9999996423721313,0.9997319579124451,1.7881393432617188e-07
0.0010865197982639074,1.999998688697815,0.9994567632675171,6.556510925292969e-07
0.0004921823856420815,1.9999969005584717,0.9997538924217224,1.5497207641601562e-06
0.001171822426840663,1.9999985694885254,0.9994140863418579,7.152557373046875e-07
0.004141833167523146,1.999998688697815,0.9979290962219238,6.556510925292969e-07
0.000595762045122683,1.9999988079071045,0.9997020959854126,5.960464477539062e-07
1.9999946355819702,1.9999959468841553,2.682209014892578e-06,2.0265579223632812e-06
0.0007890057750046253,1.9999985694885254,0.9996054768562317,7.152557373046875e-07
0.000456789304735139,1.9999977350234985,0.9997715950012207,1.1324882507324219e-06
0.0003571586566977203,1.9999973773956299,0.9998214244842529,1.3113021850585938e-06
0.002268174896016717,1.9999985694885254,0.9988659024238586,7.152557373046875e-07
0.0007032672292552888,1.9999959468841553,0.99964839220047,2.0265579223632812e-06
0.0006169600528664887,1.9999984502792358,0.9996915459632874,7.748603820800781e-07
0.00042465957812964916,1.9999994039535522,0.9997876882553101,2.980232238769531e-07
0.0005540009005926549,1.999998927116394,0.9997230172157288,5.364418029785156e-07
0.0008913038764148951,1.9999977350234985,0.9995543360710144,1.1324882507324219e-06
0.0009977861773222685,1.9999977350234985,0.99950110912323,1.1324882507324219e-06
0.0008040254469960928,1.999998688697815,0.99959796667099,6.556510925292969e-07
0.0013626745203509927,1.9999982118606567,0.9993186593055725,8.940696716308594e-07
0.0009712203172966838,1.9999977350234985,0.9995144009590149,1.1324882507324219e-06
0.0009314744384028018,1.9999984502792358,0.9995342493057251,7.748603820800781e-07
0.0005802996456623077,1.999997615814209,0.9997098445892334,1.1920928955078125e-06
0.0008473815978504717,1.9999985694885254,0.9995763301849365,7.152557373046875e-07
0.0011292722774669528,1.999998927116394,0.9994353652000427,5.364418029785156e-07
0.0015439357375726104,1.9999990463256836,0.9992280602455139,4.76837158203125e-07
0.00074450095416978,1.9999995231628418,0.9996277689933777,2.384185791015625e-07
0.0011751067359000444,1.9999974966049194,0.9994124174118042,1.2516975402832031e-06
0.0004851287812925875,1.9999990463256836,0.9997574090957642,4.76837158203125e-07
0.0005322063807398081,1.9999984502792358,0.9997339248657227,7.748603820800781e-07
0.0014633501414209604,1.999996304512024,0.9992683529853821,1.8477439880371094e-06
0.00048745711683295667,1.9999980926513672,0.9997562766075134,9.5367431640625e-07
0.0009401549468748271,1.9999940395355225,0.9995298981666565,2.9802322387695312e-06
0.0004726745537482202,1.9999994039535522,0.9997636675834656,2.980232238769531e-07
0.001448976225219667,1.9999990463256836,0.9992755055427551,4.76837158203125e-07
0.0009860143763944507,1.9999990463256836,0.9995070099830627,4.76837158203125e-07
0.0011156164109706879,1.9999982118606567,0.9994422197341919,8.940696716308594e-07
0.0005184591864235699,1.999998688697815,0.9997407793998718,6.556510925292969e-07
0.0006913701072335243,1.9999967813491821,0.9996542930603027,1.6093254089355469e-06
0.004484084434807301,1.9999973773956299,0.9977579712867737,1.3113021850585938e-06
0.0009204230736941099,1.9999967813491821,0.9995397925376892,1.6093254089355469e-06
0.0007472980068996549,1.9999982118606567,0.9996263384819031,8.940696716308594e-07
0.0008804313838481903,1.9999983310699463,0.999559760093689,8.344650268554688e-07
0.0010382983600720763,1.9999969005584717,0.9994808435440063,1.5497207641601562e-06
0.0013004367938265204,1.9999984502792358,0.9993497729301453,7.748603820800781e-07
0.0005244056810624897,1.9999988079071045,0.9997377991676331,5.960464477539062e-07
0.0007401708280667663,1.9999929666519165,0.9996299147605896,3.516674041748047e-06
0.0010229266481474042,1.9999984502792358,0.9994885325431824,7.748603820800781e-07
0.0008920349646359682,1.999998688697815,0.9995539784431458,6.556510925292969e-07
0.0011496011866256595,1.9999973773956299,0.9994251728057861,1.3113021850585938e-06
0.0005274967988952994,1.9999974966049194,0.9997362494468689,1.2516975402832031e-06
0.0009955785935744643,1.999998927116394,0.9995021820068359,5.364418029785156e-07
0.0007595921051688492,1.9999971389770508,0.9996201992034912,1.430511474609375e-06
0.0005108221666887403,1.9999996423721313,0.9997445940971375,1.7881393432617188e-07
0.0027081931475549936,1.9999980926513672,0.9986459016799927,9.5367431640625e-07
0.002894137054681778,1.999997854232788,0.9985529184341431,1.0728836059570312e-06
0.0005456572980619967,1.9999983310699463,0.999727189540863,8.344650268554688e-07
0.0007956530316732824,1.9999977350234985,0.999602198600769,1.1324882507324219e-06
0.0010035224258899689,1.9999992847442627,0.9994982481002808,3.5762786865234375e-07
0.0006995111471042037,1.9999967813491821,0.999650239944458,1.6093254089355469e-06
0.0008153646485880017,1.9999977350234985,0.9995923042297363,1.1324882507324219e-06
0.0017035717610269785,1.9999961853027344,0.9991481900215149,1.9073486328125e-06
0.000600665807723999,1.9999974966049194,0.9996996521949768,1.2516975402832031e-06
0.0010837014997377992,1.9999994039535522,0.9994581341743469,2.980232238769531e-07
0.0035911444574594498,1.9999983310699463,0.9982044100761414,8.344650268554688e-07
0.0003655078762676567,1.9999991655349731,0.9998172521591187,4.172325134277344e-07
0.0009350909385830164,1.9999990463256836,0.9995324611663818,4.76837158203125e-07
0.002834583632647991,1.9999984502792358,0.9985827207565308,7.748603820800781e-07
0.0014686343492940068,1.999998688697815,0.9992656707763672,6.556510925292969e-07
0.000836437800899148,1.999998927116394,0.9995817542076111,5.364418029785156e-07
0.0017687620129436255,1.9999979734420776,0.9991156458854675,1.0132789611816406e-06
0.0007594550843350589,1.9999970197677612,0.999620258808136,1.4901161193847656e-06
0.0010361159220337868,1.9999985694885254,0.9994819164276123,7.152557373046875e-07
0.000847716408316046,1.9999964237213135,0.9995761513710022,1.7881393432617188e-06
0.0005304308142513037,1.9999959468841553,0.9997347593307495,2.0265579223632812e-06
0.0007317959680221975,1.9999911785125732,0.9996340870857239,4.410743713378906e-06
0.0007255355012603104,1.9999953508377075,0.999637246131897,2.3245811462402344e-06
0.0007531064911745489,1.9999991655349731,0.9996234178543091,4.172325134277344e-07
0.001121948123909533,1.9999979734420776,0.999439001083374,1.0132789611816406e-06
0.004385915584862232,1.9999966621398926,0.9978070259094238,1.6689300537109375e-06
0.0016011346597224474,1.9999988079071045,0.9991994500160217,5.960464477539062e-07
0.0010239050025120378,1.9999974966049194,0.9994880557060242,1.2516975402832031e-06
0.0007736306288279593,1.999996542930603,0.9996131658554077,1.7285346984863281e-06
0.0004838716413360089,1.9999974966049194,0.9997580647468567,1.2516975402832031e-06
