Ecludian_Distance_AP,Ecludian_Distance_AN,Learned_Representation_Similarity_AP,Learned_Representation_Similarity_AN
0.0002370947040617466,1.9999998807907104,0.9998814463615417,5.960464477539063e-08
0.00024075691180769354,1.999999761581421,0.9998795986175537,1.1920928955078125e-07
0.00019629488815553486,1.9999998807907104,0.9999018311500549,5.960464477539063e-08
0.0003833786176983267,1.9999996423721313,0.9998083114624023,1.7881393432617188e-07
0.00014320532500278205,1.9999996423721313,0.9999284148216248,1.7881393432617188e-07
0.00021632509015034884,1.999999761581421,0.9998918175697327,1.1920928955078125e-07
0.0001921627699630335,1.999999761581421,0.9999039173126221,1.1920928955078125e-07
0.00015952270769048482,1.999999761581421,0.9999202489852905,1.1920928955078125e-07
0.00030014870571903884,1.9999998807907104,0.9998499155044556,5.960464477539063e-08
0.0001705651666270569,2.0,0.9999147057533264,0.0
0.00019352913659531623,1.9999998807907104,0.9999032616615295,5.960464477539063e-08
8.040262764552608e-05,1.999999761581421,0.9999598264694214,1.1920928955078125e-07
8.867880387697369e-05,2.0,0.9999556541442871,0.0
0.0005345611716620624,1.9999998807907104,0.9997327327728271,5.960464477539063e-08
0.00021354221098590642,1.999999761581421,0.9998932480812073,1.1920928955078125e-07
1.9999996423721313,1.9999957084655762,1.7881393432617188e-07,2.1457672119140625e-06
0.00015903015446383506,1.9999998807907104,0.9999204874038696,5.960464477539063e-08
0.0001650943304412067,1.9999998807907104,0.9999174475669861,5.960464477539063e-08
0.00021808243764098734,1.999999761581421,0.9998909831047058,1.1920928955078125e-07
0.0011918316595256329,1.999999761581421,0.9994040727615356,1.1920928955078125e-07
0.0001982066169148311,1.9999998807907104,0.9999008774757385,5.960464477539063e-08
0.00022379038273356855,1.999999761581421,0.9998881220817566,1.1920928955078125e-07
0.00018616612942423671,1.999999761581421,0.9999068975448608,1.1920928955078125e-07
0.00015807295858394355,1.9999998807907104,0.9999209642410278,5.960464477539063e-08
0.00023754652647767216,1.9999998807907104,0.9998812079429626,5.960464477539063e-08
0.00021827187447343022,2.0,0.9998908638954163,0.0
0.0002786722034215927,1.9999998807907104,0.9998606443405151,5.960464477539063e-08
0.00023014597536530346,1.9999995231628418,0.9998849034309387,2.384185791015625e-07
0.0003365615848451853,2.0,0.9998317360877991,0.0
0.0001916387991514057,2.0,0.9999041557312012,0.0
0.00016800202138256282,2.0,0.9999160170555115,0.0
0.0001297392591368407,1.9999998807907104,0.9999351501464844,5.960464477539063e-08
0.00019840065215248615,1.9999998807907104,0.9999008178710938,5.960464477539063e-08
0.00029592649661935866,1.9999998807907104,0.9998520612716675,5.960464477539063e-08
0.00014252880646381527,1.9999998807907104,0.9999287128448486,5.960464477539063e-08
0.00012022603186778724,2.0,0.9999398589134216,0.0
0.00022298046678770334,1.9999998807907104,0.99988853931427,5.960464477539063e-08
0.00013743669842369854,1.9999998807907104,0.999931275844574,5.960464477539063e-08
0.000288943643681705,1.999999761581421,0.9998555183410645,1.1920928955078125e-07
0.00016600629896856844,2.0,0.9999169707298279,0.0
0.00018435651145409793,1.9999998807907104,0.9999078512191772,5.960464477539063e-08
0.00014396132610272616,1.9999998807907104,0.9999279975891113,5.960464477539063e-08
0.0001768044603522867,1.9999998807907104,0.9999116063117981,5.960464477539063e-08
0.00042880853288806975,2.0,0.9997856020927429,0.0
0.0002161817392334342,1.999999761581421,0.9998919367790222,1.1920928955078125e-07
0.0003114253340754658,1.9999996423721313,0.9998443126678467,1.7881393432617188e-07
0.00017883157124742866,1.9999998807907104,0.9999105930328369,5.960464477539063e-08
0.0006905003101564944,2.0,0.9996547698974609,0.0
0.00011118085967609659,1.9999998807907104,0.9999443888664246,5.960464477539063e-08
0.00026056068600155413,1.999999761581421,0.999869704246521,1.1920928955078125e-07
0.00027508990024216473,1.9999998807907104,0.9998624324798584,5.960464477539063e-08
0.00023705349303781986,1.9999991655349731,0.9998814463615417,4.172325134277344e-07
0.0002943947329185903,2.0,0.9998527765274048,0.0
0.00015768225421197712,1.9999998807907104,0.9999211430549622,5.960464477539063e-08
0.00031249868334271014,1.9999996423721313,0.9998437762260437,1.7881393432617188e-07
0.00018358806846663356,2.0,0.9999082088470459,0.0
0.000256731262197718,2.0,0.9998716115951538,0.0
0.0001224992302013561,1.999999761581421,0.9999387264251709,1.1920928955078125e-07
0.00012933879042975605,1.9999998807907104,0.9999353289604187,5.960464477539063e-08
0.0002551446086727083,1.999999761581421,0.9998724460601807,1.1920928955078125e-07
0.00013944695820100605,1.9999998807907104,0.9999302625656128,5.960464477539063e-08
0.00010997275239787996,1.9999998807907104,0.9999449849128723,5.960464477539063e-08
0.0003936737193726003,1.999999761581421,0.9998031854629517,1.1920928955078125e-07
0.0005302317440509796,1.9999998807907104,0.9997348785400391,5.960464477539063e-08
0.0001762085739756003,1.9999996423721313,0.999911904335022,1.7881393432617188e-07
0.00021034738165326416,1.9999998807907104,0.9998947978019714,5.960464477539063e-08
0.0001761377789080143,2.0,0.999911904335022,0.0
0.00014526440645568073,1.999999761581421,0.9999273419380188,1.1920928955078125e-07
0.00030727419652976096,1.9999998807907104,0.999846339225769,5.960464477539063e-08
0.00028103787917643785,1.9999998807907104,0.9998594522476196,5.960464477539063e-08
0.00011593149247346446,1.9999998807907104,0.9999420046806335,5.960464477539063e-08
0.00025497624301351607,1.999999761581421,0.9998725056648254,1.1920928955078125e-07
0.0014515111688524485,1.9999998807907104,0.9992742538452148,5.960464477539063e-08
0.000264004513155669,1.9999998807907104,0.9998679757118225,5.960464477539063e-08
0.0002266318042529747,1.9999998807907104,0.999886691570282,5.960464477539063e-08
0.00046709104208275676,1.999999761581421,0.99976646900177,1.1920928955078125e-07
